CHR	原始拆分	替换拆分
酴	西亼一丨丿丶	西亼一丨丿丶
貘	豸莫一丨丨丨	豸莫一丨丨丨
舯	舟中丨ㄋ一丨	舟中丨ㄋ一丨
馘	䒑自一ㄋ丿丶	首自一ㄋ丿丶
镵	金象一ㄋ丿ㄋ	金象一ㄋ丿ㄋ
唵	口大丨ㄋ一一	口大丨ㄋ一一
抔	扌不一丿丨丶	扌不一丿丨丶
斝	吅冖丶丶一丨	吅冖丶丶一丨
梼	木丰一丨丶丶	木丰一丨丶丶
齁	自田丿ㄋ丨ㄋ	自田丿ㄋ丨ㄋ
弇	合开一丿丨丨	合开一丿丨丨
瘥	疒羊一丨一一	疒羊一丨一一
瘕	疒叚ㄋ一丨一	疒叚ㄋ一丨一
觫	角束一丨ㄋ一	角束一丨ㄋ一
镮	金鬲丿ㄋ丿丶	金鬲丿ㄋ丿丶
冱	冫笔ㄋㄋ一一	冫笔ㄋㄋ一一
鹇	门木丿ㄋ丶ㄋ	门木丿ㄋ丶ㄋ
糍	米䒑ㄋㄋ丶ㄋ	米首ㄋㄋ丶ㄋ
檫	木宀丿ㄋ丶丶	木宀丿ㄋ丶丶
矻	石ㄋㄋㄋㄋ	石ㄋㄋㄋㄋ
尢	尢一丿ㄋㄋㄋ	尢一丿ㄋㄋㄋ
鲯	鱼其一丨丨一	鱼其一丨丨一
鳣	鱼亠丨ㄋ丨ㄋ	鱼亠丨ㄋ丨ㄋ
趑	走次丶一丿ㄋ	走次丶一丿ㄋ
厖	广尢丿丿丿丶	广尢丿丿丿丶
姱	女大一一ㄋㄋ	女大一一ㄋㄋ
忺	忄欠丿ㄋ丿丶	忄欠丿ㄋ丿丶
晢	折日丨ㄋ一一	折日丨ㄋ一一
渰	氵合一丿丨丨	氵合一丿丨丨
烜	火笔丨ㄋ一一	火笔丨ㄋ一一
飔	几乂丨ㄋ一丨	几乂丨ㄋ一丨
裛	亠口ㄋ丨一ㄋ	亠口ㄋ丨一ㄋ
龠	亼吅丨ㄋ一丨	亼吅丨ㄋ一丨
筅	先丿一丨一	先丿一丨一
箦	丰丨ㄋ丿丶	丰丨ㄋ丿丶
茇	艹石ㄋ丶丶丶	艹石ㄋ丶丶丶
颟	艹丙丿丶丿丶	艹丙丿丶丿丶
蜾	虫日一丨丿丶	虫日一丨丿丶
佾	亻八丨ㄋ一一	亻八丨ㄋ一一
恧	而心丶ㄋ丶丶	而心丶ㄋ丶丶
铪	金合丿丶一丨	金合丿丶一丨
虓	九虍丿ㄋㄋㄋ	九虍丿ㄋㄋㄋ
糌	米文丨丶丨ㄋ	米文丨丶丨ㄋ
眭	目圭一丨一一	目圭一丨一一
汆	入水丨ㄋ丿丶	入水丨ㄋ丿丶
漶	氵口丨ㄋ一一	氵口丨ㄋ一一
剀	山巴丨丨丨丨	山巴丨丨丨丨
嵎	山日丨ㄋ丨一	山日丨ㄋ丨一
饹	食各丿ㄋ丶丨	食各丿ㄋ丶丨
砟	石乍丿一丨一	石乍丿一丨一
揸	扌木丨ㄋ一一	扌木丨ㄋ一一
坜	土广ㄋ丿丿丿	土广ㄋ丿丿丿
鲿	鱼丶ㄋ一一	鱼丶ㄋ一一
腠	月丿一丿丶	月丿一丿丶
婞	女土丶丿一一	女土丶丿一一
昇	日笔一丿丨丨	日笔一丿丨丨
枲	厶口一丨丿丶	厶口一丨丿丶
椓	木豕丶丶丶丶	木豕丶丶丶丶
毐	土母ㄋㄋ丿一	土母ㄋㄋ丿一
甪	笔甬丿ㄋ一一	笔甬丿ㄋ一一
踦	大一丨ㄋ一	大一丨ㄋ一
赇	贝求一丨丶一	贝求一丨丶一
瘅	疒单丶丿丨ㄋ	疒单丶丿丨ㄋ
蒨	荷青一一丨一	荷青一一丨一
恝	丰刀丶ㄋ丶丶	丰刀丶ㄋ丶丶
魆	鬼戊一ㄋㄋ丿	鬼戊一ㄋㄋ丿
烀	火乎丿丶丿一	火乎丿丶丿一
孓	了笔丶丶丶丶	了笔丶丶丶丶
牾	牛五丨ㄋ一一	牛五丨ㄋ一一
刭	轻刂丨丨丨丨	轻刂丨丨丨丨
潏	氵矛丨ㄋ丿丶	氵矛丨ㄋ丿丶
瀼	氵亠丨ㄋ一丨	氵亠丨ㄋ一丨
硙	石山ㄋ一ㄋㄋ	石山ㄋ一ㄋㄋ
圬	土二ㄋㄋㄋㄋ	土二ㄋㄋㄋㄋ
璠	王釆丨ㄋ一丨	王釆丨ㄋ一丨
嚚	吅臣丨ㄋ一丨	吅臣丨ㄋ一丨
裈	衤冖一ㄋ一丨	衤冖一ㄋ一丨
劓	自田丨丨丨丨	自田丨丨丨丨
逴	卜日一丨丶ㄋ	卜日一丨丶ㄋ
冏	冂八丨ㄋ一一	冂八丨ㄋ一一
渟	氵一丨丨丨	氵一丨丨丨
畬	亼木丨ㄋ一丨	亼木丨ㄋ一丨
郤	八人丨ㄋ一ㄋ	八人丨ㄋ一ㄋ
菝	艹扌一丿丿丿	艹扌一丿丿丿
廒	广敖一一丨一	广敖一一丨一
鹖	日勹丿丶ㄋ丿	日勹丿丶ㄋ丿
戋	戋一一ㄋ丿丶	戋一一ㄋ丿丶
缲	纟口丨ㄋ一丨	纟口丨ㄋ一丨
锔	金尸ㄋ丨ㄋ一	金尸ㄋ丨ㄋ一
铈	金亠丨ㄋ丨丨	金亠丨ㄋ丨丨
骒	马日一丨丿丶	马日一丨丿丶
柃	木令丿丶丶ㄋ	木令丿丶丶ㄋ
眵	目歹丿ㄋ丶丶	目歹丿ㄋ丶丶
洧	氵石丨ㄋ一一	氵石丨ㄋ一一
碶	石丰ㄋ丿一丿	石丰ㄋ丿一丿
矧	矢弓丨丨丨丨	矢弓丨丨丨丨
榖	笔一丨丿丶	笔一丨丿丶
禘	衤立丨ㄋ丨丨	衤立丨ㄋ丨丨
揲	扌甘ㄋ一丨丿	扌甘ㄋ一丨丿
拃	扌乍丿一丨一	扌乍丿一丨一
墁	土日丨ㄋ丨丨	土日丨ㄋ丨丨
璁	王丿ㄋ丶一	王丿ㄋ丶一
鲦	鱼文一丨丿丶	鱼文一丨丿丶
鳀	鱼是丨ㄋ一一	鱼是丨ㄋ一一
鲬	鱼甬ㄋ丶丨ㄋ	鱼甬ㄋ丶丨ㄋ
舲	舟令丿丶丶ㄋ	舟令丿丶丶ㄋ
隩	耳丶丿一丨	耳丶丿一丨
昉	日方丶一ㄋ丿	日方丶一ㄋ丿
柈	木半丶丿一一	木半丶丿一一
椀	木宀丿ㄋ丶ㄋ	木宀丿ㄋ丶ㄋ
牂	片羊丶丿一一	片羊丶丿一一
郿	尸目ㄋ丨丨丨	尸目ㄋ丨丨丨
勍	京力ㄋ丿丿丿	京力ㄋ丿丿丿
坰	土冂丨ㄋ一一	土冂丨ㄋ一一
酂	先先丨ㄋ丿丶	先先丨ㄋ丿丶
跽	巴丶ㄋ丶丶	巴丶ㄋ丶丶
痖	疒亚一丨丨丶	疒亚一丨丨丶
癀	疒共丨ㄋ一丨	疒共丨ㄋ一丨
茈	艹此丨一丨一	艹此丨一丨一
蔸	艹白丿丨ㄋ一	艹白丿丨ㄋ一
蝤	虫酋丶丿一丨	虫酋丶丿一丨
殪	歹一丨ㄋ一	歹一丨ㄋ一
觋	工从丨ㄋ丿ㄋ	工从丨ㄋ丿ㄋ
骺	骨广一丨ㄋ一	骨广一丨ㄋ一
缞	纟一丿ㄋ丿	纟一丿ㄋ丿
绹	纟勹丿一一丨	纟勹丿一一丨
钐	金川丿丿丿丿	金川丿丿丿丿
铫	金儿丶一丿丶	金儿丶一丿丶
锳	金艹丨ㄋ一丿	金艹丨ㄋ一丿
唼	口立ㄋ丿一一	口立ㄋ丿一一
啫	口者一丨一丿	口者一丨一丿
驲	马日丨ㄋ一一	马日丨ㄋ一一
糈	米走丨ㄋ一一	米走丨ㄋ一一
檎	木人丶一丿丶	木人丶一丿丶
桕	木鼠丿丨一ㄋ	木鼠丿丨一ㄋ
嫪	女羽丿丶丿丿	女羽丿丶丿丿
郐	人云ㄋ丨丨丨	人云ㄋ丨丨丨
汔	氵ㄋㄋㄋㄋ	氵ㄋㄋㄋㄋ
滃	氵公ㄋ丶一ㄋ	氵公ㄋ丶一ㄋ
岽	山车丨丿丶丶	山车丨丿丶丶
饸	食合丿丶一丨	食合丿丶一丨
礅	石ㄋ丨一丿	石ㄋ丨一丿
翾	四鬲丿ㄋ丿丶	四鬲丿ㄋ丿丶
揠	扌匚丨ㄋ一一	扌匚丨ㄋ一一
坫	土占丨一丨ㄋ	土占丨一丨ㄋ
塄	土四丶一ㄋ丿	土四丶一ㄋ丿
玦	王匚丿丶丶丶	王匚丿丶丶丶
觱	戊鬲丿ㄋ丿ㄋ	戊鬲丿ㄋ丿ㄋ
诇	讠冂丨ㄋ一一	讠冂丨ㄋ一一
鲼	鱼十一丨丨丨	鱼十一丨丨丨
毹	亼月丨丨丿一	亼月丨丨丿一
臑	月一丿丨ㄋ	月一丿丨ㄋ
縢	月ㄋㄋ丶丨	月ㄋㄋ丶丨
艋	舟子丨ㄋ丨丨	舟子丨ㄋ丨丨
陴	耳卑丿丨ㄋ一	耳卑丿丨ㄋ一
劄	合丨丨丨丨	合丨丨丨丨
尨	尢川丶丶丶丶	尢川丶丶丶丶
岨	山目丨ㄋ一一	山目丨ㄋ一一
崿	山吅一一ㄋㄋ	山吅一一ㄋㄋ
巉	山象一ㄋ丿ㄋ	山象一ㄋ丿ㄋ
帨	巾𠮦丿ㄋㄋㄋ	巾兑丿ㄋㄋㄋ
槚	木西丨ㄋ丿丶	木西丨ㄋ丿丶
氿	氵九丿ㄋㄋㄋ	氵九丿ㄋㄋㄋ
熛	火西一一丨丿	火西一一丨丿
枒	木牙一ㄋ丨丿	木牙一ㄋ丨丿
耑	山而一丿丨ㄋ	山而一丿丨ㄋ
醾	西麻丶丿一丨	西麻丶丿一丨
巇	山虍一丨ㄋ一	山虍一丨ㄋ一
鹡	水人丨ㄋ一一	水人丨ㄋ一一
埆	土角丿ㄋ丿ㄋ	土角丿ㄋ丿ㄋ
筦	宀一一丿ㄋ	宀一一丿ㄋ
簃	禾丿ㄋ丶丿	禾丿ㄋ丶丿
躜	先丿一丨一	先丿一丨一
蒻	艹弓丶一丶一	艹弓丶一丶一
轵	车口丿丶丶丶	车口丿丶丶丶
衎	彳舌一一丨丨	彳舌一一丨丨
螗	虫广ㄋ一一丨	虫广ㄋ一一丨
蛸	虫丨ㄋ一一	虫丨ㄋ一一
僬	亻隹丶丶丶丶	亻隹丶丶丶丶
俵	亻丰丿ㄋ丿丶	亻丰丿ㄋ丿丶
靸	革及丿ㄋ丶丶	革及丿ㄋ丶丶
熇	火丨ㄋ一一	火丨ㄋ一一
钖	金㇉丿丿丿丿	金Z丿丿丿丿
麑	鹿鼠丿ㄋㄋㄋ	鹿鼠丿ㄋㄋㄋ
訚	门讠丶一一一	门讠丶一一一
楙	木矛一丨丿丶	木矛一丨丿丶
氍	目目丿丨丶一	目目丿丨丶一
媞	女是丨ㄋ一一	女是丨ㄋ一一
鸧	人巴丿ㄋ丶ㄋ	人巴丿ㄋ丶ㄋ
渫	氵甘ㄋ一丨丿	氵甘ㄋ一丨丿
淠	氵田丨ㄋ一丨	氵田丨ㄋ一丨
嵫	山䒑ㄋㄋ丶ㄋ	山首ㄋㄋ丶ㄋ
崒	山亠丿丶丿丶	山亠丿丶丿丶
硁	石轻ㄋ丶一丨	石轻ㄋ丶一丨
谞	讠走丨ㄋ一一	讠走丨ㄋ一一
悝	忄田丨ㄋ一一	忄田丨ㄋ一一
埘	土日一丨丶丶	土日一丨丶丶
垧	土丨ㄋ一一	土丨ㄋ一一
瑨	王亚丨ㄋ一一	王亚丨ㄋ一一
鲐	鱼厶丨ㄋ一一	鱼厶丨ㄋ一一
脬	月爪ㄋ丨一一	月爪ㄋ丨一一
舴	舟乍丿一丨一	舟乍丿一丨一
哢	口王一丿丨丨	口王一丿丨丨
夬	匚人丿丶丶丶	匚人丿丶丶丶
峣	山尧一ㄋ丿一	山尧一ㄋ丿一
廋	广鼠丨ㄋ丶丶	广鼠丨ㄋ丶丶
惙	忄双ㄋ丶ㄋ丶	忄双ㄋ丶ㄋ丶
挦	扌尹一丨丶丶	扌尹一丨丶丶
杻	木丑ㄋ丨一一	木丑ㄋ丨一一
棐	非木一丨丿丶	非木一丨丿丶
欻	火火丿ㄋ丿丶	火火丿ㄋ丿丶
氾	氵巴ㄋㄋㄋㄋ	氵巴ㄋㄋㄋㄋ
浡	氵十丶ㄋㄋ丨	氵十丶ㄋㄋ丨
爇	艹土丿丶一丨	艹土丿丶一丨
皛	白白丿丨ㄋ一	白白丿丨ㄋ一
嬅	女艹一一丨丨	女艹一一丨丨
憝	子丿一丿丶	子丿一丿丶
翃	石厶ㄋ丶一ㄋ	石厶ㄋ丶一ㄋ
簕	革ㄋ丿丿丿	革ㄋ丿丿丿
癍	疒王丶一丿丶	疒王丶一丿丶
蒉	艹丨ㄋ丿丶	艹丨ㄋ丿丶
蔀	艹立丨ㄋ一ㄋ	艹立丨ㄋ一ㄋ
萩	艹禾丶丿丿丶	艹禾丶丿丿丶
荄	艹亥丶一ㄋ丿	艹亥丶一ㄋ丿
糵	艹笔丨ㄋ一ㄋ	艹笔丨ㄋ一ㄋ
鬘	长日丨ㄋ丨丨	长日丨ㄋ丨丨
蜎	虫口丨ㄋ一一	虫口丨ㄋ一一
髎	骨羽丿丶丿丿	骨羽丿丶丿丿
稂	禾笔ㄋ一一ㄋ	禾笔ㄋ一一ㄋ
穟	禾冫一丿ㄋ丿	禾冫一丿ㄋ丿
飑	几乂丿ㄋㄋ一	几乂丿ㄋㄋ一
镙	金田ㄋㄋ丶丨	金田ㄋㄋ丶丨
镡	金西丨ㄋ一一	金西丨ㄋ一一
钬	金火丶丿丿丶	金火丶丿丿丶
铼	金夹丨丿丶丶	金夹丨丿丶丶
鄜	鹿耳ㄋ丨丨丨	鹿耳ㄋ丨丨丨
橦	木立丨ㄋ一一	木立丨ㄋ一一
瞍	目鼠丨ㄋ丶丶	目鼠丨ㄋ丶丶
溱	氵一丨丿丶	氵一丨丿丶
沨	氵几丿丶丶丶	氵几丿丶丶丶
濩	氵艹丿丨丶一	氵艹丿丨丶一
屼	山笔丿ㄋㄋㄋ	山笔丿ㄋㄋㄋ
甏	壴川一ㄋㄋ丶	壴川一ㄋㄋ丶
捃	扌尹丨ㄋ一一	扌尹丨ㄋ一一
搒	扌立丶一ㄋ丿	扌立丶一ㄋ丿
垲	土山ㄋ一ㄋㄋ	土山ㄋ一ㄋㄋ
珧	王儿丶一丿丶	王儿丶一丿丶
黹	业米丶丿丨ㄋ	业米丶丿丨ㄋ
醨	西㐫丨ㄋㄋ丶	西离丨ㄋㄋ丶
脒	月米丶丿一丨	月米丶丿一丨
迮	乍辶丶ㄋ丶丶	乍辶丶ㄋ丶丶
馌	食去丨ㄋ丨丨	食去丨ㄋ丨丨
掞	扌火丶丿丿丶	扌火丶丿丿丶
昺	日丙丿丶丶丶	日丙丿丶丶丶
杙	木戋一ㄋ丶丶	木戋一ㄋ丶丶
棓	木立丨ㄋ一一	木立丨ㄋ一一
棨	户文一丨丿丶	户文一丨丿丶
洑	氵亻一丿丶丶	氵亻一丿丶丶
洸	氵光丨丶丿一	氵光丨丶丿一
淏	氵日一一丿丶	氵日一一丿丶
畯	田厶丿丶丿ㄋ	田厶丿丶丿ㄋ
飗	几乂丿ㄋ丶ㄋ	几乂丿ㄋ丶ㄋ
篥	西一丨丿丶	西一丨丿丶
簠	甫丨ㄋ丨丨	甫丨ㄋ丨丨
跐	此丨一丨一	此丨一丨一
鹋	艹田丿ㄋ丶ㄋ	艹田丿ㄋ丶ㄋ
蔹	艹亼丶丶丿一	艹亼丶丶丿一
莰	艹土丿ㄋ丿丶	艹土丿ㄋ丿丶
莛	艹王ㄋ丶丶丶	艹王ㄋ丶丶丶
荬	艹㇉丶丶一丿	艹Z丶丶一丿
蒐	艹鬼丿丨ㄋ一	艹鬼丿丨ㄋ一
芃	艹几丶丶丶丶	艹几丶丶丶丶
藟	艹田丨ㄋ一丨	艹田丨ㄋ一丨
髽	长从一丨一一	长从一丨一一
剞	大可丨丨丨丨	大可丨丨丨丨
奓	大歹丿ㄋ丶丶	大歹丿ㄋ丶丶
佧	亻上丨丶丶丶	亻上丨丶丶丶
伈	亻心丶ㄋ丶丶	亻心丶ㄋ丶丶
狁	犬厶丿ㄋㄋㄋ	犬厶丿ㄋㄋㄋ
靿	革幺ㄋ丿丿丿	革幺ㄋ丿丿丿
秬	禾匚ㄋ一一一	禾匚ㄋ一一一
黪	黑厶丿丿丿丿	黑厶丿丿丿丿
缍	纟垂丿一丨一	纟垂丿一丨一
锇	金我丿一丨一	金我丿一丨一
铏	金开一一丿丨	金开一一丿丨
锽	金白一一丨一	金白一一丨一
粿	米日一丨丿丶	米日一丨丿丶
睎	目乂丨ㄋ丨丨	目乂丨ㄋ丨丨
嫜	女音一丨丨丨	女音一丨丨丨
浈	氵卜丨ㄋ丿丶	氵卜丨ㄋ丿丶
滆	氵鬲一丨ㄋ一	氵鬲一丨ㄋ一
澥	氵角ㄋ丿丿一	氵角ㄋ丿丿一
碥	石户丨ㄋ一丨	石户丨ㄋ一丨
謦	土尸丿ㄋㄋ丶	土尸丿ㄋㄋ丶
芈	笔笔丨一一一	笔笔丨一一一
赟	文笔一ㄋ丶丨	文笔一ㄋ丶丨
眢	歹巴丨ㄋ一一	歹巴丨ㄋ一一
尜	小大丨丿丶丶	小大丨丿丶丶
襚	衤冫一丿ㄋ丿	衤冫一丿ㄋ丿
鳓	鱼革ㄋ丿丿丿	鱼革ㄋ丿丿丿
鲣	鱼一丨一一	鱼一丨一一
鳑	鱼立丶一ㄋ丿	鱼立丶一ㄋ丿
鲏	鱼皮ㄋ丿丨ㄋ	鱼皮ㄋ丿丨ㄋ
鲗	鱼贝丨丨丨丨	鱼贝丨丨丨丨
翀	羽中丨ㄋ一丨	羽中丨ㄋ一丨
脞	月从一丨一一	月从一丨一一
腧	月亼丨ㄋ一一	月亼丨ㄋ一一
阽	耳占丨一丨ㄋ	耳占丨一丨ㄋ
腯	月广一丨丨ㄋ	月广一丨丨ㄋ
镋	金丿ㄋㄋㄋ	金丿ㄋㄋㄋ
剟	双双丨丨丨丨	双双丨丨丨丨
墐	土堇一丨丨一	土堇一丨丨一
弢	弓山ㄋ丶丶丶	弓山ㄋ丶丶丶
暵	日甘丨ㄋ一丿	日甘丨ㄋ一丿
枹	木勹ㄋ一ㄋㄋ	木勹ㄋ一ㄋㄋ
溞	氵双丶丨ㄋ一	氵双丶丨ㄋ一
滪	氵矛一丿丨ㄋ	氵矛一丿丨ㄋ
潟	氵鼠丿ㄋ丶丶	氵鼠丿ㄋ丶丶
烺	火笔ㄋ一一ㄋ	火笔ㄋ一一ㄋ
瑑	王彑丿ㄋ丿丿	王彑丿ㄋ丿丿
瑳	王羊一丨一一	王羊一丨一一
踶	是丨ㄋ一一	是丨ㄋ一一
赒	贝冂一丨一丨	贝冂一丨一丨
赗	贝日丨ㄋ一一	贝日丨ㄋ一一
瘃	疒豕丶丶丶丶	疒豕丶丶丶丶
茚	艹留一ㄋ丨丨	艹留一ㄋ丨丨
蒎	落广丿ㄋ丿丶	落广丿ㄋ丿丶
蕰	落日丨ㄋ丨丨	落日丨ㄋ丨丨
辌	车京丶一丨ㄋ	车京丶一丨ㄋ
墼	车冂丿ㄋㄋ丶	车冂丿ㄋㄋ丶
蝻	虫十丨ㄋ丶丿	虫十丨ㄋ丶丿
蠋	虫四丿ㄋ丨ㄋ	虫四丿ㄋ丨ㄋ
聍	耳宀一丨丨丨	耳宀一丨丨丨
耵	耳于一丨丨丨	耳于一丨丨丨
猰	犬丰ㄋ丿一丿	犬丰ㄋ丿一丿
鞡	革扌丶一丶丿	革扌丶一丶丿
瓞	爪笔一一丿丶	爪笔一一丿丶
廑	广堇一丨丨一	广堇一丨丨一
爝	火爪丨ㄋ丨丨	火爪丨ㄋ丨丨
爚	火合丨ㄋ一丨	火合丨ㄋ一丨
铷	金女丨ㄋ一一	金女丨ㄋ一一
锾	金爪一一丿ㄋ	金爪一一丿ㄋ
镴	金川丨ㄋ一ㄋ	金川丨ㄋ一ㄋ
镈	金甫一丨丶丶	金甫一丨丶丶
鼷	鼠爪ㄋㄋ丶一	鼠爪ㄋㄋ丶一
粞	米西一丨ㄋ丿	米西一丨ㄋ丿
椐	木尸一丨丨ㄋ	木尸一丨丨ㄋ
橑	木大丶丶丨ㄋ	木大丶丶丨ㄋ
鹔	聿八丿丨丿ㄋ	聿八丿丨丿ㄋ
嫽	女大丶丶丨ㄋ	女大丶丶丨ㄋ
碹	石宀一丨ㄋ一	石宀一丨ㄋ一
礌	石丨ㄋ一丨	石丨ㄋ一丨
怊	忄刀丨ㄋ一一	忄刀丨ㄋ一一
忳	忄屯一ㄋ丨ㄋ	忄屯一ㄋ丨ㄋ
憺	忄厃丿丶丶一	忄厃丿丶丶一
琭	王尹丨ㄋ丿丶	王尹丨ㄋ丿丶
瑢	王穴丿丶丨ㄋ	王穴丿丶丨ㄋ
璆	王羽丿丶丿丿	王羽丿丶丿丿
圊	口青一一丨一	口青一一丨一
袆	衤韦一一ㄋ丨	衤韦一一ㄋ丨
褕	衤亼丨ㄋ一一	衤亼丨ㄋ一一
鹴	相丿ㄋ丶ㄋ	相丿ㄋ丶ㄋ
螣	月丨ㄋ一丨	月丨ㄋ一丨
肸	月八一丨丨丨	月八一丨丨丨
谿	爪幺一丿丶丿	爪幺一丿丶丿
龂	止丘ㄋ丨丿丿	止丘ㄋ丨丿丿
舠	舟刀ㄋ丿丿丿	舟刀ㄋ丿丿丿
蒱	艹扌一丨ㄋ一	艹扌一丨ㄋ一
偲	亻田丶ㄋ丶丶	亻田丶ㄋ丶丶
儳	亻象一ㄋ丿ㄋ	亻象一ㄋ丿ㄋ
叆	云一丿ㄋ丶	云一丿ㄋ丶
孅	女从一ㄋ丿丶	女从一ㄋ丿丶
惔	忄火丶丿丿丶	忄火丶丿丿丶
朳	木八丿丶丶丶	木八丿丶丶丶
烔	火冂一丨ㄋ一	火冂一丨ㄋ一
狝	犬尔丿ㄋ丨丿	犬尔丿ㄋ丨丿
琤	王争丿ㄋㄋ一	王争丿ㄋㄋ一
琯	王宀丨ㄋ一ㄋ	王宀丨ㄋ一ㄋ
疢	疒火丶丿丿丶	疒火丶丿丿丶
彳	彳丿丿丨丨丨	彳丿丿丨丨丨
澴	氵四一丨ㄋ一	氵四一丨ㄋ一
埼	土大一丨ㄋ一	土大一丨ㄋ一
墦	土釆丨ㄋ一丨	土釆丨ㄋ一丨
篼	白丿ㄋ丿ㄋ	白丿ㄋ丿ㄋ
簰	片丿丨ㄋ一	片丿丨ㄋ一
筥	口丨ㄋ一一	口丨ㄋ一一
羕	羊笔ㄋㄋ丿丶	羊笔ㄋㄋ丿丶
鲞	鱼丿ㄋ丨ㄋ	鱼丿ㄋ丨ㄋ
蹯	釆丨ㄋ一丨	釆丨ㄋ一丨
冁	单尸一丨丨一	单尸一丨丨一
雊	勹口丿丨丶一	勹口丿丨丶一
蕺	艹口一丨丨一	艹口一丨丨一
茺	艹亡丿ㄋㄋㄋ	艹亡丿ㄋㄋㄋ
莶	艹亼丶丶丿一	艹亼丶丶丿一
茝	艹臣一丨丨ㄋ	艹臣一丨丨ㄋ
鬏	长禾丶丿丿丶	长禾丶丿丿丶
劂	广屰丿ㄋ丿丶	广屰丿ㄋ丿丶
黡	广犬丨ㄋ丶丿	广犬丨ㄋ丶丿
辁	车人一一丨一	车人一一丨一
螋	虫鼠丨ㄋ丶丶	虫鼠丨ㄋ丶丶
仂	亻力ㄋ丿丿丿	亻力ㄋ丿丿丿
伋	亻及丿ㄋ丶丶	亻及丿ㄋ丶丶
稆	禾口丨ㄋ一一	禾口丨ㄋ一一
纴	纟王丿一丨一	纟王丿一丨一
觖	角匚丿丶丶丶	角匚丿丶丶丶
觿	角山丿丨丶一	角山丿丨丶一
铘	金牙ㄋ丨丨丨	金牙ㄋ丨丨丨
铟	金因丨ㄋ一丿	金因丨ㄋ一丿
锓	金尹丶ㄋㄋ丶	金尹丶ㄋㄋ丶
镠	金羽丿丶丿丿	金羽丿丶丿丿
唪	口一一丨丨	口一一丨丨
耇	者勹丨ㄋ一一	者勹丨ㄋ一一
杩	木马ㄋㄋ一一	木马ㄋㄋ一一
胬	奴内丿丶丶丶	奴内丿丶丶丶
昽	日龙一丿ㄋ丿	日龙一丿ㄋ丿
滠	氵耳ㄋ丶ㄋ丶	氵耳ㄋ丶ㄋ丶
瀵	氵米丨ㄋ一丨	氵米丨ㄋ一丨
岠	山匚ㄋ一一一	山匚ㄋ一一一
疐	田ㄋ丨一丿	田ㄋ丨一丿
矰	矢曾丶丿丨ㄋ	矢曾丶丿丨ㄋ
祃	衤马ㄋㄋ一一	衤马ㄋㄋ一一
韨	韦石ㄋ丶丶丶	韦石ㄋ丶丶丶
彟	尹寸一丨丨ㄋ	尹寸一丨丨ㄋ
酏	西也ㄋ丨ㄋㄋ	西也ㄋ丨ㄋㄋ
鲕	鱼而一丿丨ㄋ	鱼而一丿丨ㄋ
鳂	鱼田一ㄋ丿丶	鱼田一ㄋ丿丶
颥	而一丿丨ㄋ	而一丿丨ㄋ
胲	月亥丶一ㄋ丿	月亥丶一ㄋ丿
腘	月口一一丨一	月口一一丨一
胠	月去一丨一ㄋ	月去一丨一ㄋ
艎	舟白一一丨一	舟白一一丨一
隃	耳亼丨ㄋ一一	耳亼丨ㄋ一一
耰	未石丨ㄋ一一	未石丨ㄋ一一
簉	告丶ㄋ丶丶	告丶ㄋ丶丶
糒	米共丿丿ㄋ一	米共丿丿ㄋ一
讻	讠乂ㄋ丨丨丨	讠乂ㄋ丨丨丨
蓢	艹笔ㄋ一一ㄋ	艹笔ㄋ一一ㄋ
叇	云尹丨丶一丿	云尹丨丶一丿
嘚	口彳丨ㄋ一一	口彳丨ㄋ一一
噀	口巴ㄋ一ㄋ一	口巴ㄋ一ㄋ一
坬	土爪丿丿ㄋ丶	土爪丿丿ㄋ丶
埵	土垂丿一丨一	土垂丿一丨一
慆	忄爪丿丨一ㄋ	忄爪丿丨一ㄋ
棬	木ㄋㄋㄋㄋ	木ㄋㄋㄋㄋ
椑	木卑丿丨ㄋ一	木卑丿丨ㄋ一
殣	歹堇一丨丨一	歹堇一丨丨一
涘	氵厶丿一一丿	氵厶丿一一丿
湉	氵忄丿一丨丨	氵忄丿一丨丨
玃	犬目丨ㄋ一一	犬目丨ㄋ一一
甦	更生丿一一丨	更生丿一一丨
邶	北耳ㄋ丨丨丨	北耳ㄋ丨丨丨
郈	广鬲ㄋ丨丨丨	广鬲ㄋ丨丨丨
簖	米ㄋ丿丿一	米ㄋ丿丿一
筻	更一丨ㄋ一	更一丨ㄋ一
蹜	宀丿丶一丿	宀丿丶一丿
赕	贝火丶丿丿丶	贝火丶丿丿丶
蓰	艹彳丨一丨一	艹彳丨一丨一
茳	落工一丨一一	落工一丨一一
茼	艹冂一丨ㄋ一	艹冂一丨ㄋ一
蔊	艹火丨ㄋ一一	艹火丨ㄋ一一
辒	车日丨ㄋ丨丨	车日丨ㄋ丨丨
衠	彳直丿丶一一	彳直丿丶一一
蟫	虫西丨ㄋ一一	虫西丨ㄋ一一
鄹	耳双丿丨丿丿	耳双丿丨丿丿
廾	开一丿丨丨丨	开一丿丨丨丨
鹙	禾火丿ㄋ丶ㄋ	禾火丿ㄋ丶ㄋ
燏	火矛丨ㄋ丿丶	火矛丨ㄋ丿丶
缏	纟亻一丨ㄋ一	纟亻一丨ㄋ一
绤	纟八丿丶丨ㄋ	纟八丿丶丨ㄋ
铚	金至一ㄋ丶一	金至一ㄋ丶一
